2026-05-18 15:11:16 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_563c6068535f (tester, 1 samples)
2026-06-03 14:54:06 | ERROR    | toolsim.legacy.executor:execute:41 | "Tool 'missing.tool' not found. Available: ['search_api']"
2026-06-03 14:58:40 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_2835cb5b7f89 (tester, 1 samples)
2026-06-03 14:58:40 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_e30560ae40aa (tester, 1 samples)
2026-06-03 14:58:40 | ERROR    | toolsim.legacy.executor:execute:41 | "Tool 'missing.tool' not found. Available: ['search_api']"
2026-06-03 15:08:47 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_a0123fd45fd3 (tester, 1 samples)
2026-06-03 15:08:47 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_7b929e110dcb (tester, 1 samples)
2026-06-03 15:08:47 | ERROR    | toolsim.legacy.executor:execute:41 | "Tool 'missing.tool' not found. Available: ['search_api']"
2026-06-03 15:09:46 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_368e838b620c (tester, 1 samples)
2026-06-03 15:09:46 | INFO     | src.api.custom_agent:create_session:180 | Agent session created: agent_2ea36e6eed9f (tester, 1 samples)
2026-06-03 15:09:46 | ERROR    | toolsim.legacy.executor:execute:41 | "Tool 'missing.tool' not found. Available: ['search_api']"
